id	code	naam_nederlands	naam_wetenschappelijk	taxn_vrs_key	taxongroep	usageKey	scientificName	rank	order	matchType	phylum	kingdom	genus	class	confidence	synonym	status	family
706	pogonurn	Grote viltmuts	Pogonatum urnigerum (Hedw.) P.Beauv.	NBNSYS0000036144	Mossen	2682986	Pogonatum urnigerum Palisot de Beauvois, 1805	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Pogonatum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
707	pohli-sp	Peermos (G)	Pohlia	NBNSYS0000037120	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
708	pohliand	Glanzend broedpeermos	Pohlia andalusica (Höhn.) Broth.	INBSYS0000000640	Mossen	5282654	Pohlia andalusica Brotherus, 1903	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
709	pohliann	Gewoon broedpeermos	Pohlia annotina (Hedw.) Lindb.	NBNSYS0000036560	Mossen	5282639	Pohlia annotina Lindberg, 1879	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
710	pohlibul	Bolletjespeermos	Pohlia bulbifera (Warnst.) Warnst.	NBNSYS0000036559	Mossen	5282611	Pohlia bulbifera Warnstorf, 1904	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
711	pohlicam	Korreltjespeermos	Pohlia camptotrachela (Renauld & Cardot) Broth.	NHMSYS0000310360	Mossen	5282589	Pohlia camptotrachela Brotherus, 1903	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
712	pohlicru	Glanzend peermos	Pohlia cruda (Hedw.) Lindb.	NBNSYS0000036552	Mossen	5282641	Pohlia cruda Lindberg, 1879	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
713	pohlidru	Groot broedpeermos	Pohlia drummondii (Müll.Hal.) A.L.Andrews	INBSYS0000000664	Mossen	5282607	Pohlia drummondii Andrews, 1935	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
714	pohlielo	Lang peermos	Pohlia elongata Hedw.	NBNSYS0000036547	Mossen	5282587	Pohlia elongata Hedwig, 1801	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
715	pohlifle	Draadjespeermos	Pohlia flexuosa Hook.	INBSYS0000000753	Mossen	5282553	Pohlia flexuosa W.J.Hooker, 1836	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
716	pohliles	Roodknolpeermos	Pohlia lescuriana (Sull.) Ochi	INBSYS0000000708	Mossen	5282669	Pohlia lescuriana Ochi, 1968	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
717	pohlilut	Geelknolpeermos	Pohlia lutescens (Limpr.) H.Lindb.	NHMSYS0000310373	Mossen	5282547	Pohlia lutescens H.Lindberg, 1899	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
718	pohlimel	Kleipeermos	Pohlia melanodon (Brid.) A.J.Shaw	NHMSYS0000310374	Mossen	5282602	Pohlia melanodon A.J.Shaw, 1981	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
719	pohlinut	Gewoon peermos	Pohlia nutans (Hedw.) Lindb.	NBNSYS0000036553	Mossen	5282610	Pohlia nutans Lindberg, 1879	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
720	pohliwah	Bleek peermos	Pohlia wahlenbergii (F.Weber & D.Mohr) A.L.Andrews	NHMSYS0000310381	Mossen	5282635	Pohlia wahlenbergii Andrews, 1935	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pohlia	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
721	polymalp	Berghaarmos	Polytrichastrum alpinum (Hedw.) G.L.Sm.	INBSYS0000000599	Mossen	2682930	Polytrichastrum alpinum G.L.Smith, 1971	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichastrum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
722	polym-sp	Haarmos (G)	Polytrichum	NBNSYS0000013876	Mossen	2683053	Polytrichum Hedw.	GENUS	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	94	FALSE	ACCEPTED	Polytrichaceae
723	polymcom	Gewoon haarmos	Polytrichum commune Hedw.	NBNSYS0000036135	Mossen	2683084	Polytrichum commune Hedwig, 1801	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
724	polymfor	Fraai haarmos	Polytrichum formosum Hedw.	NBNSYS0000036132	Mossen	4280088	Polytrichum formosum Hedw.	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
725	polymjun	Echt zandhaarmos	Polytrichum juniperinum Hedw.	NBNSYS0000036138	Mossen	2683092	Polytrichum juniperinum Hedwig, 1801	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
726	polymlon	Gerand haarmos	Polytrichum longisetum Sw. ex Brid.	NBNSYS0000036131	Mossen	4280068	Polytrichum longisetum Brid.	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
727	polympil	Ruig haarmos	Polytrichum piliferum Hedw.	NBNSYS0000036137	Mossen	2683058	Polytrichum piliferum Hedwig, 1801	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
728	polymstr	Veenhaarmos	Polytrichum strictum Menzies ex Brid.	INBSYS0000000766	Mossen	2683060	Polytrichum strictum Menzies ex Bridel, 1801	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	FALSE	ACCEPTED	Polytrichaceae
729	polymuli	NA	Polytrichum uliginosum (Wallr.) Schriebl.	INBSYS0000000721	Mossen	8530901	Polytrichum uliginosum (Wallr.) Schriebl	SPECIES	Polytrichales	EXACT	Bryophyta	Plantae	Polytrichum	Bryopsida	100	TRUE	SYNONYM	Polytrichaceae
730	porel-sp	Pelsmos (G)	Porella	INBSYS0000044264	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
731	porelarb	Getand pelsmos	Porella arboris-vitae (With.) Grolle	NBNSYS0000035981	Mossen	5836724	Porella arboris-vitae (With.) Grolle	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Porella	Jungermanniopsida	100	FALSE	ACCEPTED	Porellaceae
732	porelcor	Beekpelsmos	Porella cordaeana (Huebener) Moore	NHMSYS0000310401	Mossen	5710210	Porella cordaeana (Huebener) Moore	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Porella	Jungermanniopsida	100	FALSE	ACCEPTED	Porellaceae
733	porelpin	Smal pelsmos	Porella pinnata L.	NBNSYS0000035980	Mossen	5286318	Porella pinnata L.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Porella	Jungermanniopsida	100	FALSE	ACCEPTED	Porellaceae
734	porelpla	Gewoon pelsmos	Porella platyphylla (L.) Pfeiff.	NBNSYS0000022259	Mossen	5286317	Porella platyphylla (L.) Pfeiff.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Porella	Jungermanniopsida	100	FALSE	ACCEPTED	Porellaceae
735	preis-sp	Vierkantmos (G)	Preissia	NBNSYS0000136884	Mossen	6008533	Preissia Opiz	GENUS	Poales	EXACT	Tracheophyta	Plantae	Avena	Liliopsida	92	TRUE	SYNONYM	Poaceae
736	preisqua	Vierkantmos	Preissia quadrata (Scop.) Nees	NBNSYS0000022262	Mossen	2688576	Preissia quadrata (Scop.) Nees	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Marchantia	Marchantiopsida	100	TRUE	SYNONYM	Marchantiaceae
737	psdep-sp	Kortsteeltje p.p. (G)	Pseudephemerum	NBNSYS0000136986	Mossen	7891990	Pseudephemerum (Lindb.) I.Hagen	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Pseudephemerum	Bryopsida	94	FALSE	ACCEPTED	Dicranaceae
738	psdepnit	Vals kortsteeltje	Pseudephemerum nitidum (Hedw.) Loeske	NHMSYS0000310497	Mossen	7637750	Pseudephemerum nitidum (Hedw.) Loeske	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Pseudephemerum	Bryopsida	100	FALSE	DOUBTFUL	Dicranaceae
739	pseub-sp	Zwartsteelsterrenmos (G)	Pseudobryum	NBNSYS0000136995	Mossen	7461950	Pseudobryum (Kindb.) T.J.Kop.	GENUS	Bryales	EXACT	Bryophyta	Plantae	Pseudobryum	Bryopsida	94	FALSE	ACCEPTED	Mniaceae
740	pseubcin	Zwartsteelsterrenmos	Pseudobryum cinclidioides (Huebener) T.J.Kop.	NHMSYS0000310499	Mossen	2677613	Pseudobryum cinclidioides T.Koponen, 1968	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Pseudobryum	Bryopsida	100	FALSE	ACCEPTED	Mniaceae
741	pseca-sp	Wolfsklauwmos (G)	Pseudocalliergon	INBSYS0000000822	Mossen	2681656	Pseudocalliergon (Limpr.) Loeske	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Pseudocalliergon	Bryopsida	94	FALSE	ACCEPTED	Amblystegiaceae
742	psecalyc	Wolfsklauwmos	Pseudocalliergon lycopodioides (Brid.) Hedenäs	INBSYS0000000547	Mossen	2681661	Pseudocalliergon lycopodioides Hedenäs, 1990	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudocalliergon	Bryopsida	100	FALSE	ACCEPTED	Amblystegiaceae
743	psecr-sp	Smaragdsteeltje p.p. (G)	Pseudocrossidium	INBSYS0000000823	Mossen	2671800	Pseudocrossidium R.S.Williams	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Pseudocrossidium	Bryopsida	94	FALSE	ACCEPTED	Pottiaceae
744	psecrhor	Spits smaragdsteeltje	Pseudocrossidium hornschuchianum (Schultz) R.H.Zander	NHMSYS0000310501	Mossen	2671804	Pseudocrossidium hornschuchianum Zander, 1979	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pseudocrossidium	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
745	psecrrev	Opgerold smaragdsteeltje	Pseudocrossidium revolutum (Brid.) R.H.Zander	NHMSYS0000310502	Mossen	2671816	Pseudocrossidium revolutum Zander, 1979	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pseudocrossidium	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
746	pseul-sp	Koordjesmos (G)	Pseudoleskeella	NBNSYS0000137019	Mossen	2681344	Pseudoleskeella Kindb.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Pseudoleskeella	Bryopsida	94	FALSE	ACCEPTED	Leskeaceae
747	pseulcat	Breed koordjesmos	Pseudoleskeella catenulata (Brid. ex Schrad.) Kindb.	INBSYS0000000544	Mossen	2681352	Pseudoleskeella catenulata Kindberg, 1897	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudoleskeella	Bryopsida	100	FALSE	ACCEPTED	Leskeaceae
748	pseulner	Smal koordjesmos	Pseudoleskeella nervosa (Brid.) Nyholm	NBNSYS0000036765	Mossen	4279191	Pseudoleskeella nervosa (Brid.) Nyholm	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudoleskeella	Bryopsida	100	FALSE	ACCEPTED	Leskeaceae
749	pseta-sp	Pronkmos p.p. (G)	Pseudotaxiphyllum	INBSYS0000000824	Mossen	2679651	Pseudotaxiphyllum Z.Iwats.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Pseudotaxiphyllum	Bryopsida	94	FALSE	ACCEPTED	Plagiotheciaceae
750	psetatele	Gewoon pronkmos	Pseudotaxiphyllum elegans (Brid.) Z.Iwats.	NHMSYS0000310514	Mossen	2679656	Pseudotaxiphyllum elegans Iwatsuki, 1987	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pseudotaxiphyllum	Bryopsida	100	FALSE	ACCEPTED	Plagiotheciaceae
751	ptego-sp	Vogelpootmos (G)	Pterogonium	NHMSYS0000310519	Mossen	2678403	Pterogonium Sm.	GENUS	Leucodontales	EXACT	Bryophyta	Plantae	Pterogonium	Bryopsida	92	FALSE	ACCEPTED	Leucodontaceae
752	pterg-sp	Stekeltjesmos (G)	Pterigynandrum	NBNSYS0000137121	Mossen	2681747	Pterigynandrum Hedw.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Pterigynandrum	Bryopsida	94	FALSE	ACCEPTED	Pterigynandraceae
753	ptergfil	Stekeltjesmos	Pterigynandrum filiforme Hedw.	NBNSYS0000036772	Mossen	2681749	Pterigynandrum filiforme Hedwig, 1801	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pterigynandrum	Bryopsida	100	FALSE	ACCEPTED	Pterigynandraceae
754	ptegogra	Vogelpootmos	Pterogonium gracile (Hedw.) Sm.	NBNSYS0000036741	Mossen	2678405	Pterogonium gracile Smith, 1803	SPECIES	Leucodontales	EXACT	Bryophyta	Plantae	Pterogonium	Bryopsida	100	FALSE	ACCEPTED	Leucodontaceae
755	ptery-sp	Plaatsjesmos (G)	Pterygoneurum	NBNSYS0000137136	Mossen	2671549	Pterygoneurum Jur.	GENUS	Pottiales	EXACT	Bryophyta	Plantae	Pterygoneurum	Bryopsida	92	FALSE	ACCEPTED	Pottiaceae
756	pterylam	Langstelig plaatjesmos	Pterygoneurum lamellatum (Lindb.) Jur.	NBNSYS0000036336	Mossen	2671551	Pterygoneurum lamellatum Juratzka, 1882	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pterygoneurum	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
757	pteryova	Kortstelig plaatjesmos	Pterygoneurum ovatum (Hedw.) Dixon	NHMSYS0000310521	Mossen	2671552	Pterygoneurum ovatum Dixon, 1934	SPECIES	Pottiales	EXACT	Bryophyta	Plantae	Pterygoneurum	Bryopsida	100	FALSE	ACCEPTED	Pottiaceae
758	ptild-sp	Franjemos (G)	Ptilidium	NHMSYS0000310523	Mossen	2688705	Ptilidium Nees	GENUS	Ptilidiales	EXACT	Marchantiophyta	Plantae	Ptilidium	Jungermanniopsida	94	FALSE	ACCEPTED	Ptilidiaceae
759	ptildcil	Heidefranjemos	Ptilidium ciliare (L.) Hampe	NBNSYS0000035978	Mossen	2688706	Ptilidium ciliare (L.) Hampe	SPECIES	Ptilidiales	EXACT	Marchantiophyta	Plantae	Ptilidium	Jungermanniopsida	100	FALSE	ACCEPTED	Ptilidiaceae
760	ptildpul	Boomfranjemos	Ptilidium pulcherrimum (Weber) Vainio	NHMSYS0000310525	Mossen	2688707	Ptilidium pulcherrimum (Weber) Vain.	SPECIES	Ptilidiales	EXACT	Marchantiophyta	Plantae	Ptilidium	Jungermanniopsida	100	FALSE	ACCEPTED	Ptilidiaceae
761	ptili-sp	Struisveermos (G)	Ptilium	INBSYS0000044265	Mossen	NA	NA	NA	NA	NONE	NA	NA	NA	NA	100	FALSE	NA	NA
762	ptilicri	Struisveermos	Ptilium crista-castrensis (Hedw.) De Not.	NBNSYS0000036944	Mossen	5283780	Ptilium crista-castrensis De Notaris, 1867	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Ptilium	Bryopsida	100	FALSE	ACCEPTED	Hypnaceae
763	ptych-sp	Plooimuts (G)	Ptychomitrium	NBNSYS0000137158	Mossen	8665306	Ptychomitrium Fürnr.	GENUS	Grimmiales	EXACT	Bryophyta	Plantae	Ptychomitrium	Bryopsida	94	FALSE	ACCEPTED	Ptychomitriaceae
764	ptychpol	Plooimuts	Ptychomitrium polyphyllum (Dicks. ex Sw.) Bruch & Schimp.	INBSYS0000000571	Mossen	2674162	Ptychomitrium polyphyllum Bruch & W.P.Schimper, 1837	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Ptychomitrium	Bryopsida	100	FALSE	ACCEPTED	Ptychomitriaceae
765	pylai-sp	Boommos (G)	Pylaisia	NHMSYS0000310532	Mossen	2682492	Pylaisia Bruch & Schimp.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Pylaisia	Bryopsida	94	FALSE	ACCEPTED	Hypnaceae
766	pylaipol	Boommos	Pylaisia polyantha (Hedw.) Schimp.	NHMSYS0000310533	Mossen	2682503	Pylaisia polyantha W.P.Schimper, 1851	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Pylaisia	Bryopsida	100	FALSE	ACCEPTED	Hypnaceae
767	racom-sp	Bisschopsmuts (G)	Racomitrium	NBNSYS0000137230	Mossen	2673621	Racomitrium	GENUS	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	94	FALSE	ACCEPTED	Grimmiaceae
768	racomaci	Oeverbisschopsmuts	Racomitrium aciculare (Hedw.) Brid.	NBNSYS0000036491	Mossen	2674289	Racomitrium aciculare Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
769	racomaff	Smalnervige bisschopsmuts	Racomitrium affine (F.Weber & D.Mohr) Lindb.	INBSYS0000000579	Mossen	2674298	Racomitrium affine Lindberg, 1875	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
770	racomaqu	Waterbisschopsmuts	Racomitrium aquaticum (Brid. ex Schrad.) Brid.	INBSYS0000000543	Mossen	2674313	Racomitrium aquaticum Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
771	racomcan	Zandbisschopsmuts	Racomitrium canescens (Hedw.) Brid. s.s.	INBSYS0000011700	Mossen	2674333	Racomitrium canescens Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
772	racomeri	Geveerde bisschopsmuts	Racomitrium ericoides (Brid.) Brid.	NBNSYS0000036504	Mossen	2674341	Racomitrium ericoides Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
773	racomfas	Kale bisschopsmuts	Racomitrium fasciculare (Hedw.) Brid.	NBNSYS0000036493	Mossen	2674329	Racomitrium fasciculare Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
774	racomhet	Borstelige bisschopsmuts	Racomitrium heterostichum (Hedw.) Brid.	NBNSYS0000036498	Mossen	2674275	Racomitrium heterostichum Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
775	racomlan	Wollige bisschopsmuts	Racomitrium lanuginosum (Hedw.) Brid.	NBNSYS0000036501	Mossen	2673622	Racomitrium lanuginosum Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
776	racomobt	Stompe bisschopsmuts	Racomitrium obtusum (Brid.) Brid.	INBSYS0000000545	Mossen	2674331	Racomitrium obtusum Bridel, 1819	SPECIES	Grimmiales	EXACT	Bryophyta	Plantae	Racomitrium	Bryopsida	100	FALSE	ACCEPTED	Grimmiaceae
777	radul-sp	Schijfjesmos (G)	Radula	NBNSYS0000137232	Mossen	2688754	Radula Dumort.	GENUS	Porellales	EXACT	Marchantiophyta	Plantae	Radula	Jungermanniopsida	92	FALSE	ACCEPTED	Radulaceae
778	radulcom	Gewoon schijfjesmos	Radula complanata (L.) Dumort.	NHMSYS0000310549	Mossen	5286325	Radula complanata (L.) Dumort.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Radula	Jungermanniopsida	100	FALSE	ACCEPTED	Radulaceae
779	radullin	Beekschijfjesmos	Radula lindenbergiana Gottsche ex C.Hartm.	NHMSYS0000310550	Mossen	5286322	Radula lindenbergiana Gottsche ex C.Hartm.	SPECIES	Porellales	EXACT	Marchantiophyta	Plantae	Radula	Jungermanniopsida	100	FALSE	ACCEPTED	Radulaceae
780	rebou-sp	Schermlevermos (G)	Reboulia	NBNSYS0000137259	Mossen	2688583	Reboulia Raddi	GENUS	Marchantiales	EXACT	Marchantiophyta	Plantae	Reboulia	Marchantiopsida	94	FALSE	ACCEPTED	Aytoniaceae
781	rebouhem	Schermlevermos	Reboulia hemisphaerica (L.) Raddi	NBNSYS0000036046	Mossen	2688584	Reboulia hemisphaerica (L.) Raddi	SPECIES	Marchantiales	EXACT	Marchantiophyta	Plantae	Reboulia	Marchantiopsida	100	FALSE	ACCEPTED	Aytoniaceae
782	rhabdcre	Stomp rotsspleetmos	Rhabdoweisia crenulata (Mitt.) H.Jameson	NHMSYS0000310557	Mossen	2674609	Rhabdoweisia crenulata Jameson, 1890	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Rhabdoweisia	Bryopsida	100	FALSE	ACCEPTED	Rhabdoweisiaceae
783	rhabdcri	Getand rotsspleetmos	Rhabdoweisia crispata (Dicks.) Lindb.	NBNSYS0000036192	Mossen	2674608	Rhabdoweisia crispata Lindberg, 1871	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Rhabdoweisia	Bryopsida	100	FALSE	ACCEPTED	Rhabdoweisiaceae
784	rhabdfug	Spits rotsspleetmos	Rhabdoweisia fugax (Hedw.) Bruch & Schimp.	INBSYS0000000593	Mossen	2674610	Rhabdoweisia fugax Bruch & W.P.Schimper, 1846	SPECIES	Dicranales	EXACT	Bryophyta	Plantae	Rhabdoweisia	Bryopsida	100	FALSE	ACCEPTED	Rhabdoweisiaceae
785	rhabd-sp	Rotsspleetmos (G)	Rhabdoweisia	NHMSYS0000310556	Mossen	2674607	Rhabdoweisia Bruch & Schimp.	GENUS	Dicranales	EXACT	Bryophyta	Plantae	Rhabdoweisia	Bryopsida	94	FALSE	ACCEPTED	Rhabdoweisiaceae
786	rhizo-sp	Viltsterrenmos (G)	Rhizomnium	NBNSYS0000137335	Mossen	8287428	Rhizomnium (Mitt. ex Broth.) T.J.Kop.	GENUS	Bryales	EXACT	Bryophyta	Plantae	Rhizomnium	Bryopsida	94	FALSE	ACCEPTED	Mniaceae
787	rhizopse	kwelviltsterrenmos	Rhizomnium pseudopunctatum (Bruch & Schimp.) T.J.Kop.	NHMSYS0000310568	Mossen	2677652	Rhizomnium pseudopunctatum T.Koponen, 1968	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Rhizomnium	Bryopsida	100	FALSE	ACCEPTED	Mniaceae
788	rhizopun	Gewoon viltsterrenmos	Rhizomnium punctatum (Hedw.) T.J.Kop.	NHMSYS0000310569	Mossen	2677647	Rhizomnium punctatum T.Koponen, 1968	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Rhizomnium	Bryopsida	100	FALSE	ACCEPTED	Mniaceae
789	rhodb-sp	Rozetmos (G)	Rhodobryum	NBNSYS0000137339	Mossen	5281372	Rhodobryum (Schimp.) Limpr.	GENUS	Bryales	EXACT	Bryophyta	Plantae	Rhodobryum	Bryopsida	94	FALSE	ACCEPTED	Bryaceae
790	rhodbont	Kalkrozetmos	Rhodobryum ontariense (Kindb.) Kindb.	INBSYS0000000646	Mossen	7654948	Rhodobryum ontariense (Kindb.) Kindb.	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Rhodobryum	Bryopsida	100	FALSE	DOUBTFUL	Bryaceae
791	rhodbros	Gewoon rozetmos	Rhodobryum roseum (Hedw.) Limpr.	NBNSYS0000036640	Mossen	5282529	Rhodobryum roseum Limpricht, 1892	SPECIES	Bryales	EXACT	Bryophyta	Plantae	Rhodobryum	Bryopsida	100	FALSE	ACCEPTED	Bryaceae
792	rhyel-sp	Snavelmos p.p. (G)	Rhynchostegiella	NBNSYS0000137369	Mossen	2679768	Rhynchostegiella (Schimp.) Limpr.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
793	rhyelcur	Dwergsnavelmos	Rhynchostegiella curviseta (Brid.) Limpr.	NBNSYS0000036902	Mossen	2679789	Rhynchostegiella curviseta Limpricht, 1896	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
794	rhyelten	Slank snavelmos	Rhynchostegiella tenella (Dicks.) Limpr.	NBNSYS0000036901	Mossen	2679769	Rhynchostegiella tenella Limpricht, 1890	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
795	rhyelter	Spatsnavelmos	Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman	NBNSYS0100005163	Mossen	2679813	Rhynchostegiella teneriffae (Mont.) Dirkse & Bouman	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
796	rhyelteu	Bergsnavelmos	Rhynchostegiella tenuicaulis (Spruce) Kartt.	INBSYS0000000700	Mossen	2679808	Rhynchostegiella tenuicaulis Karttunen, 1990	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegiella	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
797	rhynh-sp	Snavelmos p.p. (G)	Rhynchostegium	NBNSYS0000042332	Mossen	7441919	Rhynchostegium Bruch & Schimp.	GENUS	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegium	Bryopsida	94	FALSE	ACCEPTED	Brachytheciaceae
798	rhynhcon	Boomsnavelmos	Rhynchostegium confertum (Dicks.) Schimp.	INBSYS0000000575	Mossen	2673070	Rhynchostegium confertum W.P.Schimper, 1852	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegium	Bryopsida	100	FALSE	DOUBTFUL	Brachytheciaceae
799	rhynhmeg	Duinsnavelmos	Rhynchostegium megapolitanum (Blandow ex F.Weber & D.Mohr) Schimp.	INBSYS0000000540	Mossen	2680105	Rhynchostegium megapolitanum W.P.Schimper, 1852	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
800	rhynhmur	Muursnavelmos	Rhynchostegium murale (Hedw.) Schimp.	INBSYS0000000632	Mossen	2680190	Rhynchostegium murale W.P.Schimper, 1852	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
801	rhynhrot	Rondbladig snavelmos	Rhynchostegium rotundifolium (Scop. ex Brid.) Schimp.	INBSYS0000000695	Mossen	2680156	Rhynchostegium rotundifolium W.P.Schimper, 1852	SPECIES	Hypnales	EXACT	Bryophyta	Plantae	Rhynchostegium	Bryopsida	100	FALSE	ACCEPTED	Brachytheciaceae
