phylum,taxon_id_parent,n_hok_1980_1999,n_hok_2000_2019,n_hok_tot_1980_1999,n_hok_tot_2000_2019,ell_l,ell_n,ell_f,ell_r,ell_t,substrate,wei
Marchantiophyta,842,14,4,227,227,5,2,7,4,4,mineral soil,0.16666666666666666
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,gravel or sand,0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,"rock, hard",0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,"rock, soft",0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,artificial stone,0.2
Marchantiophyta,845,1,1,227,227,6,2,10,4,3,mineral soil,0.2
Marchantiophyta,887,4,5,227,227,8,5,6,5,8,mineral soil,1
Marchantiophyta,888,41,29,227,227,8,5,6,5,7,mineral soil,1
Marchantiophyta,987,4,5,227,227,5,4,9,5,4,"rock, hard",0.5
Marchantiophyta,987,4,5,227,227,5,4,9,5,4,mineral soil,0.5
Marchantiophyta,8339,4,68,227,227,5,5,5,6,5,epiphytic on living wood,1
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,"rock, hard",0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,"rock, soft",0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,artificial stone,0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,mineral soil,0.2
Marchantiophyta,8438,43,27,227,227,3,5,7,6,3,soil on rock,0.2
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,decaying vegetation,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,decorticated wood,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,gravel or sand,0.25
Marchantiophyta,8439,85,40,227,227,6,4,9,6,4,mineral soil,0.25
Bryophyta,53,0,1,227,227,8,1,1,3,7,"rock, hard",0.5
Bryophyta,53,0,1,227,227,8,1,1,3,7,artificial stone,0.5
Bryophyta,228,0,2,227,227,8,4,8,8,3,gravel or sand,1
Bryophyta,231,0,1,227,227,5,2,6,2,3,mineral soil,1
Bryophyta,341,0,1,227,227,4,2,6,3,4,decorticated wood,1
Bryophyta,363,0,2,227,227,6,4,5,7,7,epiphytic on living wood,0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,gravel or sand,0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,"rock, hard",0.25
Bryophyta,363,0,2,227,227,6,4,5,7,7,artificial stone,0.25
Bryophyta,465,0,1,227,227,9,1,1,4,6,"rock, hard",0.5
Bryophyta,465,0,1,227,227,9,1,1,4,6,artificial stone,0.5
Bryophyta,471,0,2,227,227,7,1,1,4,4,"rock, hard",0.5
Bryophyta,471,0,2,227,227,7,1,1,4,4,artificial stone,0.5
Bryophyta,621,0,2,227,227,6,3,4,8,3,epiphytic on living wood,0.3333333333333333
Bryophyta,621,0,2,227,227,6,3,4,8,3,"rock, hard",0.3333333333333333
Bryophyta,621,0,2,227,227,6,3,4,8,3,"rock, soft",0.3333333333333333
Bryophyta,622,0,4,227,227,5,4,5,5,3,epiphytic on living wood,1
Bryophyta,907,0,1,227,227,6,3,9,3,3,peat,1
Bryophyta,910,0,2,227,227,8,2,9,5,3,mineral soil,1
Bryophyta,912,0,2,227,227,7,2,9,2,2,peat,0.5
Bryophyta,912,0,2,227,227,7,2,9,2,2,mineral soil,0.5
Bryophyta,919,0,4,227,227,7,2,9,4,2,mineral soil,1
Bryophyta,999,0,1,227,227,5,3,5,5,3,epiphytic on living wood,1
Bryophyta,8356,0,6,227,227,5,4,6,3,2,decaying vegetation,1
Bryophyta,8360,0,1,227,227,7,2,4,8,3,gravel or sand,0.3333333333333333
Bryophyta,8360,0,1,227,227,7,2,4,8,3,"rock, hard",0.3333333333333333
Bryophyta,8360,0,1,227,227,7,2,4,8,3,mineral soil,0.3333333333333333
Bryophyta,8394,0,1,227,227,9,1,1,7,6,"rock, hard",0.5
Bryophyta,8394,0,1,227,227,9,1,1,7,6,artificial stone,0.5
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,bryophyte,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,decaying vegetation,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,decorticated wood,0.25
Marchantiophyta,812,0,2,227,227,7,1,8,1,3,peat,0.25
Marchantiophyta,8839,0,1,227,227,8,3,5,5,8,mineral soil,0.5
Marchantiophyta,8839,0,1,227,227,8,3,5,5,8,soil on rock,0.5
